end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2028,,,96,,economy,A new age in international student mobility,,http://www.universityworldnews.com/article.php?story=20180605103256399,World,2015,4,"June, 10 2018 12:22:06","June, 10 2018 00:00:00",,,6,Economic,University World News,In 2015-16 international students contributed US$32 billion to the world economy and that amount is projected to reach US$1 trillion over the next decade.,4
2024,,,48,,,Global seaweed market passes $4 billion in new study,,http://www.algaeindustrymagazine.com/global-seaweed-market-passes-4-billion-in-new-study/,,,3,"June, 25 2018 14:44:34","June, 10 2018 00:00:00",,,4,,Algae Industry Magazine,"2018 to 2024, ""the global seaweed market was valued at $4.1 billion in 2017, and is projected to reach $9.1 billion by 2024, registering a CAGR of 12.0% from 2018 to 2024.",4
2030,,,9,Information Technology,data,3G4G Small Cells Blog,,https://smallcells.3g4g.co.uk/2018/06/,,2016,,"June, 18 2018 06:06:27","June, 10 2018 00:00:00",,,3,Social,3g4g small cells,CMRI predicted its data traffic would grow 8 x from 2016-2020 and 119 x from 2016-2030.,3
2018,,,12,Healthcare,disease,Heart disease stem cell therapy can shrink deadly scar tissue,Opportunity,https://www.telegraph.co.uk/news/2018/06/10/heart-disease-stem-cell-therapy-can-shrink-deadly-scar-tissue/,,,,"June, 10 2018 12:58:34","June, 10 2018 00:00:00",,,3,Technological,Telegraph,A breakthrough stem cell treatment that promises the first effective cure for heart disease will be offered to British patients this year.,4
2019,,,16,,hr,Brand Marketing Trend Predictions 2018,,https://mibrand.my/index.php/06/brand-marketing-trend-predictions-2018/,,2018,,"June, 18 2018 09:15:08","June, 10 2018 00:00:00",,,4,Organization,MiBrand,2018 will be a year where LinkedIn will have a role to play in all HR departments.,4
2022,,,16,,,3G4G Small Cells Blog,,https://smallcells.3g4g.co.uk/2018/06/,World,2016,,"June, 18 2018 06:06:27","June, 10 2018 00:00:00",,,4,,3g4g small cells,"Densification in APAC is primarily capacity driven, to ensure data services maintain their quality of experience as mobile traffic volumes continue to grow.",4
2025,,,80,Construction,smart city,TREND Smart City: Welcome to the AI city,Opportunity,http://blog.electronica.de/en/2018/06/10/trend-smart-city-welcome-ai-city/,,,4,"June, 24 2018 01:24:37","June, 10 2018 00:00:00",,,5,Environmental,electronica Blog,"By 2025, smart cities will open up business opportunities worth more than USD2 trillion.",4
2030,,,9,Water,water,California's Misplaced Political Priorities Are to Blame for Water Rationing,Weakness,https://fee.org/articles/californias-misplaced-political-priorities-are-to-blame-for-water-rationing/,,,,"June, 15 2018 05:42:14","June, 10 2018 00:00:00",,,3,Environmental,fee,California citizens will be limited to using 55 gallons of water a day now and just 50 per day by 2030.,3
2018,,,6,Information Technology,economy,"Pound-to-Dollar Rate Week Ahead: Major Resistance Encountered, Big Data Week Ahead",Weakness,https://www.poundsterlinglive.com/usd/9237-pound-to-dollar-rate-week-ahead-major-resistance-encountered-big-data-week-ahead,,,,"June, 18 2018 01:30:13","June, 10 2018 00:00:00",,,3,Economic,poundsterlinglive,Any disappointment might hurt Sterling as markets are looking for economic data to start reflecting a pick-up in activity into the second half of the year.,2
2021,,,8,Food & agriculture,drought,Feature: Sunken village on Crete Island re-emerges as symbol of drought nightmare,,http://www.xinhuanet.com/english/2018-06/10/c_137244816_2.htm,Southern Europe,,,"June, 17 2018 12:15:35","June, 10 2018 00:00:00",,Greece,4,Environmental,Xinhua,A sunken ghost village at an artificial lake on Crete Island re-emerged in recent months as a symbol of the drought nightmare Greece could face in the coming years.,2
2025,,,96,Healthcare,healthcare,"Global Artificial Intelligence in Healthcare Market Size Analysis, 2018-2028",,https://uberant.com/article/418807-global-artificial-intelligence-in-healthcare-market-size-analysis-2018-2028/,World,,4,"June, 11 2018 00:46:55","June, 10 2018 00:00:00",,,6,Economic,Child Accident Prevention Trust,Global healthcare spending will touch US$9.5 Trillion by 2025.,4
2023,,,72,,revenue,"Global Intelligence Virtual Assistant Market Forecast 2023: By Key Players, Application, Trends, Type, Analysis, Development Status and Industry Factors",,http://www.uttarakhandnewstoday.net/story/35260/global-intelligence-virtual-assistant-market-forecast-2023-by-key-players-application-trends-type-analysis-development-status-and-industry-factors.html,World,,3,"June, 10 2018 02:46:29","June, 10 2018 00:00:00",,,6,Economic,Stanford Institute for Economic Policy Research,The global IVA market revenue was estimated to be $2.54 billion in 2017 and is expected to reach $25.23 billion by 2023.,4
2018,,,12,Financial services,capital,Bank Stocks Up on Expected Trading Revenues Rebound in Q1,Weakness,https://www.zacks.com/stock/news/295008/bank-stocks-up-on-expected-trading-revenues-rebound-in-q1,,,,"June, 10 2018 05:26:50","June, 10 2018 00:00:00",,,3,Economic,Zacks,"Low client activities and less volatility across capital markets, which resulted in weak trading revenues for banks in 2017, are expected to rebound this year.",4
2021,,,16,Transport,ship,Pakistan to Procure 2 More Guided-Missile Frigates From China,,https://thediplomat.com/2018/06/pakistan-to-procure-2-more-guided-missile-frigates-from-china/,,,,"June, 11 2018 12:45:05","June, 10 2018 00:00:00",,,4,Industries,The Diplomat,Pakistan Navy will have a total of four Type 054 A ships in its fleet by 2021.,4
2025,,,12,Education,study,A new age in international student mobility,,http://www.universityworldnews.com/article.php?story=20180605103256399,,,,"June, 10 2018 12:22:06","June, 10 2018 00:00:00",,,3,Lifestyles,University World News,"By 2025, more than eight million students will study outside their home countries.",4
2023,,,12,,,"Global 3D Mapping and 3D Modelling Market 2018 Review with Forecasts - Industry Trends, Size, Share, Key Players, Growth Rate, Gross margin",,http://akhbarharian.com/news/global-3d-mapping-and-3d-modelling-market-2018-review-with-forecasts-industry-trends-size-share-key-players-growth-rate-gross-margin/0072571/,World,2018,,"June, 10 2018 02:29:03","June, 10 2018 00:00:00",,,3,,CBRE,The global insulin delivery devices market is expected to register a CAGR of about 10.0% during 2018-2023.,4
2030,,,72,Transport,economy,No Escaping Microsoft | Closing The Gender Gap | The Unstoppable Ant Financial,,https://mailchi.mp/5fc726ceb96f/no-escaping-microsoft-closing-the-gender-gap-the-unstoppable-ant-financial,,,3,"June, 09 2018 13:24:01","June, 09 2018 00:00:00",,,6,Economic,Transport Times,Drones predicted to give British economy £42bn lift by 2030.,4
2023,,,48,,,"Global Automotive Drive Axle Market-Scenario, Size, Trend and Forecast to 2023",,https://www.military-technologies.net/2018/06/09/global-automotive-drive-axle-market-scenario-size-trend-and-forecast-to-2023/,,,3,"June, 11 2018 04:37:06","June, 09 2018 00:00:00",,,4,,Miltech,The worldwide market for Automotive Drive Axle is expected to grow at a CAGR of roughly -0.2% over the next five years will reach 58300 million US$ in 2023.,4
2022,,,60,,,"Carbon Fiber Tape Market Share, Trend, Segmentation and Forecast to 2022",,http://heraldkeeper.com/market/carbon-fiber-tape-market-share-trend-segmentation-forecast-2022-71229.html,World,,3,"June, 11 2018 04:40:04","June, 09 2018 00:00:00",,,5,,Herald Keeper,The Global Carbon Fiber Tape Market is expected to exceed more than US$2.7 Billion by 2022 at a CAGR of 11% in the given forecast period.,4
2018,,,16,,economy,China a pillar of strength in Qatar's fightback against Arab blockade,,http://www.scmp.com/week-asia/geopolitics/article/2149915/china-pillar-strength-qatars-fightback-against-arab-blockade,Western Asia,,,"June, 09 2018 12:14:58","June, 09 2018 00:00:00",,Qatar,4,Economic,South China Morning Post,"Qatar's economy is expected to grow 2.6 per cent this year, compared to 2.1 per cent last year.",4
2030,,,12,Energy,energy,"Green-energy groups show solar panels can go on rooftops of homes, factories, even 'float' on the lake",Opportunity,https://businessmirror.com.ph/green-energy-groups-show-solar-panels-can-go-on-rooftops-of-homes-factories-even-float-on-the-lake/,Asia,,,"June, 09 2018 00:53:58","June, 09 2018 00:00:00",,,4,Industries,BusinessMirror,Energy demand is projected to almost double in the Asia-Pacific region by 2030.,3
2025,,,48,Energy,oil,"Amaranth Oil Market 2018: Industry Trends, Demand, Global Analysis, Growth, Latest Research and Forecast to 2025",,http://www.abnewswire.com/pressreleases/amaranth-oil-market-2018-industry-trends-demand-global-analysis-growth-latest-research-and-forecast-to-2025_226476.html,World,,2,"June, 21 2018 01:00:42","June, 09 2018 00:00:00",,,6,Industries,AB Newswire,Global amaranth oil market is expected to reach USD920.14 million by 2025.,4
2021,,,16,Aerospace & defence,army,Poland Wants a Permanent US Military Presence and Is Ready to Pay $2 Billion For It,,https://steemit.com/poland/@russia-insider/poland-wants-a-permanent-us-military-presence-and-is-ready-to-pay-usd2-billion-for-it,Eastern Europe,,,"June, 09 2018 13:21:33","June, 09 2018 00:00:00",,Poland,4,Political,Steemit,"Poland will be increasing the size of its army by at least 50% in the coming years (from about 95,000 to 150,000).",4
2018,,,16,Energy,gas,China a pillar of strength in Qatar's fightback against Arab blockade,,http://www.scmp.com/week-asia/geopolitics/article/2149915/china-pillar-strength-qatars-fightback-against-arab-blockade,Eastern Asia,,,"June, 09 2018 12:14:59","June, 09 2018 00:00:00",,China,4,Industries,South China Morning Post,This year China will increase gas imports by another 25 per cent or so.,4
2023,,,16,Energy,solar power,2018 Global Concentrated Photovoltaic (CPV) Industry Ongoing Development Trend's to Drive the Worldwide Market,,https://coreseomarketing.wordpress.com/2018/06/09/2018-global-concentrated-photovoltaic-cpv-industry-ongoing-development-trends-to-drive-the-worldwide-market/,World,,,"June, 11 2018 04:36:53","June, 09 2018 00:00:00",,,4,Industries,Market Research Nest,"Global concentrator photovoltaic market is expected to reach USD 2,710.6 million by 2023.",4
2025,,,48,Energy,oil,"Overview of the Global Essential Oils Market Covering Changing Market Trends & Emerging Opportunities for different Products like Orange, Eucalyptus, Peppermint, Citronella, Lemon, Lime, Clover Leaf",,http://www.abnewswire.com/pressreleases/overview-of-the-global-essential-oils-market-covering-changing-market-trends-emerging-opportunities-for-different-products-like-orange-eucalyptus-peppermint-citronella-lemon-lime-clover-leaf_226491.html,World,,2,"June, 18 2018 05:33:55","June, 09 2018 00:00:00",,,6,Industries,AB Newswire,The Global Essential Oils Market is expected to reach USD14.28 million by 2025.,4
2020,,,12,Energy,oil,"Overview of the Global Essential Oils Market Covering Changing Market Trends & Emerging Opportunities for different Products like Orange, Eucalyptus, Peppermint, Citronella, Lemon, Lime, Clover Leaf",Opportunity,http://www.abnewswire.com/pressreleases/overview-of-the-global-essential-oils-market-covering-changing-market-trends-emerging-opportunities-for-different-products-like-orange-eucalyptus-peppermint-citronella-lemon-lime-clover-leaf_226491.html,,,,"June, 18 2018 05:33:55","June, 09 2018 00:00:00",,,3,Industries,AB Newswire,The demand for essential oils worldwide amounted to approximately 174 tons and is forecasted to reach around 245 tons by 2020.,4
2023,,,48,,,"Global XLPE Market-Scenario, Size, Trend and Forecast to 2023",,https://www.military-technologies.net/2018/06/09/global-xlpe-market-scenario-size-trend-and-forecast-to-2023/,,,3,"June, 11 2018 04:37:03","June, 09 2018 00:00:00",,,4,,Miltech,The worldwide market for XLPE is expected to grow at a CAGR of roughly 1.5% over the next five years will reach 1340 million US$ in 2023.,4
2021,,,16,Aerospace & defence,war,Yemen's Never-Ending War,,http://www.atlanticcouncil.org/blogs/new-atlanticist/yemen-s-never-ending-war,Western Asia,,,"June, 25 2018 13:10:59","June, 09 2018 00:00:00",,Yemen,4,Political,Atlantic Council ,Yemen will likely be at war for years to come.,4
2018,,,36,,trade,Cutting out the US dollar: Russia & China boost national currencies trade,,https://www.rt.com/business/429229-russia-china-national-currencies/,Eastern Asia,,3,"June, 09 2018 11:58:33","June, 09 2018 00:00:00",,China,6,Economic,RT English,Russia-China trade turnover could hit $100 billion by the end of this year.,2
2049,,,6,Environment,arctic,U.S. Still Lags Behind in Preparing for a Changing Arctic,,https://www.scientificamerican.com/article/u-s-still-lags-behind-in-preparing-for-a-changing-arctic/?sf191389257=1,,2040,,"June, 09 2018 13:58:57","June, 08 2018 00:00:00",,,3,Political,Scientific American,The Arctic could become a commercially attractive route by the 2040s.,2
2019,,,16,Transport,bicycle,'It feels like the hand of God thrusting you up the road',,https://www.bbc.co.uk/news/business-44301182,,,,"June, 10 2018 12:47:54","June, 08 2018 00:00:00",,,4,Industries,BBC News Technology,Most mainstream bike makers are developing prototypes and even iconic brand Harley-Davidson has announced it will be introducing an electric model to its range next year.,4
2018,,,20,,spending,Rethinking security,,https://www.csoonline.com/article/3280230/data-protection/rethinking-security.html,,,,"June, 25 2018 13:04:16","June, 08 2018 00:00:00",,,5,Economic,CSO Online,Worldwide IoT spending will hit $93 B this year.,4
2020,,,12,,,PowerPoint Presentation,,https://citibank.com.sg/global_docs/pdf/wkly_fx/sg_dcu.pdf,,2018,,"June, 11 2018 05:32:08","June, 08 2018 00:00:00",,,3,,Citigroup Inc,"Citi analysts expect median ""dots"" for 2018-2020 to remain unchanged.",4
2020,,,24,,income,Can the automotive industry help boost the global economy?,,https://www.automotiveworld.com/analysis/can-the-automotive-industry-help-boost-the-global-economy/,Eastern Asia,,,"June, 11 2018 04:34:31","June, 08 2018 00:00:00",,China,6,Lifestyles,automotiveworld,"By 2020, China will have 23 million affluent households with a disposable income of at least Yuan 450,000 (US$72,000) a year.",4
